20140901,39340225.380397625,12399852.713008083
20140902,39340225.380397625,12399852.713008083
20140903,39340225.380397625,12399852.713008083
20140904,43644539.73863475,30440254.06047915
20140905,43644539.73863475,30440254.06047915
20140906,43644539.73863475,30440254.06047915
20140907,43644539.73863475,30440254.06047915
20140908,43644539.73863475,30440254.06047915
20140909,43644539.73863475,30440254.06047915
20140910,43644539.73863475,30440254.06047915
20140911,43644539.73863475,30440254.06047915
20140912,43644539.73863475,30440254.06047915
20140913,43644539.73863475,30440254.06047915
20140914,43644539.73863475,30440254.06047915
20140915,43644539.73863475,30440254.06047915
20140916,43644539.73863475,30440254.06047915
20140917,17169769.842557892,30440254.06047915
20140918,17169769.842557892,30440254.06047915
20140919,27023697.7967354,30440254.06047915
20140920,27023697.7967354,30440254.06047915
20140921,27023697.7967354,30440254.06047915
20140922,27023697.7967354,30440254.06047915
20140923,27023697.7967354,30440254.06047915
20140924,27023697.7967354,30440254.06047915
20140925,27023697.7967354,30440254.06047915
20140926,27023697.7967354,30440254.06047915
20140927,26767571.322152242,73211360.50532778
20140928,26767571.322152242,73211360.50532778
20140929,26767571.322152242,73211360.50532778
20140930,26767571.322152242,73211360.50532778
PCA降维之后再分析，降成4个维
