20140901,256081081.5450413,195816969.65718192
20140902,256081081.5450413,195816969.65718192
20140903,256081081.5450413,6563812069.760967
20140904,256081081.5450413,6563812069.760967
20140905,219268663.6672012,6563812069.760967
20140906,219268663.6672012,6563812069.760967
20140907,219268663.6672012,6563812069.760967
20140908,219268663.6672012,6563812069.760967
20140909,150705180.53096986,6563812069.760967
20140910,150705180.53096986,6563812069.760967
20140911,150705180.53096986,6563812069.760967
20140912,150705180.53096986,6563812069.760967
20140913,6816740168.530972,6563812069.760967
20140914,6816740168.530972,6563812069.760967
20140915,6816740168.530972,6563812069.760967
20140916,6816740168.530972,6563812069.760967
20140917,6816740168.530972,6563812069.760967
20140918,6816740168.530972,6563812069.760967
20140919,6816740168.530972,6563812069.760967
20140920,6816740168.530972,6563812069.760967
20140921,6816740168.530972,6563812069.760967
20140922,6816740168.530972,6563812069.760967
20140923,6816740168.530972,6563812069.760967
20140924,6816740168.530972,6563812069.760967
20140925,6816740168.530972,6563812069.760967
20140926,6816740168.530972,6563812069.760967
20140927,6816740168.530972,6563812069.760967
20140928,6816740168.530972,6563812069.760967
20140929,6816740168.530972,6563812069.760967
20140930,6816740168.530972,6563812069.760967
